Julian Day,121,122,138,153,165,166,181,193,207,222,236,255,256,121,122,125,126,127,138,142,145,145,146,152,153,158,159,164,165,171,173,174,180,185,188,189,192,193,198,200,207,208,212,214,219,221,228,229,233,235,236,240,248,249,255,257,173,174,188,192,194,198,200,207,208,212,214,219,221,222,228,229,236,248,249,255,256,257,125,126,159,173,188,201,215,228,248,257,120,121,125,127,138,142,145,145,146,152,156,158,159,165,166,171,174,177,193,212,214,219,233
l (nm),Alfalfa,Alfalfa,Alfalfa,Alfalfa,Alfalfa,Alfalfa,Alfalfa,Alfalfa,Alfalfa,Alfalfa,Alfalfa,Alfalfa,Alfalfa,Cotton,Cotton,COTTON,COTTON,COTTON,Cotton,Cotton,COTTON,Cotton,COTTON,Cotton,Cotton,COTTON,COTTON,Cotton,Cotton,Cotton,COTTON,COTTON,Cotton,Cotton,COTTON,COTTON,Cotton,Cotton,Cotton,COTTON,Cotton,Cotton,Cotton,COTTON,Cotton,Cotton,COTTON,COTTON,Cotton,Cotton,Cotton,Cotton,COTTON,COTTON,Cotton,COTTON,MAIZE,MAIZE,MAIZE,Maize,Maize,Maize,MAIZE,Maize,Maize,Maize,MAIZE,Maize,Maize,Maize,MAIZE,MAIZE,Maize,MAIZE,MAIZE,Maize,Maize,MAIZE,RICE,RICE,RICE,RICE,RICE,RICE,RICE,RICE,RICE,RICE,Wheat,Wheat,WHEAT,WHEAT,Wheat,Wheat,WHEAT,Wheat,WHEAT,Wheat,Wheat,WHEAT,WHEAT,Wheat,Wheat,Wheat,WHEAT,Wheat,Wheat,Wheat,WHEAT,Wheat,Wheat
422,0.019438813,0.021919955,0.030045224,0.025335108,0.028289782,0.027288123,0.02476826,0.042472464,0.034790026,0.032084288,0.048096581,0.05118356,0.026817624,0.10050782,0.08943254,0.086870329,0.109246789,0.103327617,0.086709939,0.125311127,0.085459844,0.112040746,0.081466613,0.078365822,0.10118508,0.079910061,0.158173866,0.100842599,0.065145173,0.087395664,0.086619839,0.065476549,0.049552014,0.079537447,0.048119022,0.03246417,0.062622171,0.047641836,0.065663427,0.05572731,0.043894945,0.037179644,0.057511779,0.05130265,0.059806535,0.04706968,0.053133452,0.040261125,0.038207895,0.061055682,0.042808773,0.042199034,0.056795319,0.037107814,0.067565226,0.070726971,0.118143613,0.061643658,0.055280872,0.077268651,0.064135298,0.064846922,0.068368875,0.072586129,0.081578604,0.066386602,0.064548432,0.075075256,0.067174701,0.037101922,0.030548379,0.049247283,0.025758229,0.05438543,0.026042205,0.039267263,0.023208404,0.034065037,0.094851373,0.123561188,0.047408001,0.036917829,0.013379466,0.012427471,0.010353859,0.02146259,0.032526285,0.027471735,0.022588671,0.023152968,0.02194252,0.343464421,0.027507356,0.027073605,0.046997501,0.03491495,0.052897745,0.036589176,0.033663095,0.058736777,0.048776223,0.049336499,0.049851438,0.076466329,0.039969989,0.05992815,0.060435595,0.066067536,0.101968427,0.084744646,0.093462544
432,0.02034839,0.02339432,0.032602593,0.027487966,0.029183237,0.029219046,0.026071826,0.045078925,0.036445902,0.033233802,0.053602116,0.054089342,0.028188115,0.105623823,0.094636711,0.094033158,0.118473553,0.10958401,0.091401232,0.134377256,0.092303077,0.120543403,0.088653306,0.083402384,0.106875137,0.086497447,0.170847669,0.108164432,0.069969002,0.09378913,0.094351306,0.071394201,0.053799754,0.087643853,0.053475839,0.037246724,0.069735426,0.052760012,0.072784226,0.062102682,0.049362884,0.038726267,0.063018198,0.058844807,0.067357641,0.0533338,0.05866456,0.044893424,0.042795083,0.066349742,0.047983984,0.047657427,0.062179,0.039872357,0.073336396,0.075270918,0.12656554,0.067495909,0.059162094,0.082020353,0.068034614,0.069183153,0.072954118,0.075850852,0.085673216,0.07161589,0.069248763,0.07973608,0.070971782,0.039457907,0.032733107,0.054210332,0.027560368,0.059794324,0.027564291,0.042142664,0.024831,0.036989654,0.101927683,0.133300188,0.050252855,0.039098789,0.014307062,0.013184966,0.010976719,0.023382746,0.035443282,0.029947986,0.024163398,0.027971267,0.023548344,0.345348437,0.029703811,0.030044988,0.05068388,0.03879957,0.057623765,0.041078582,0.037426942,0.064336001,0.052630129,0.057019312,0.057282216,0.083707118,0.044656345,0.065780472,0.06852698,0.069242786,0.109322919,0.093908898,0.102751035
442,0.021082516,0.024570685,0.035235331,0.029236549,0.0312824,0.030967761,0.027348798,0.047804694,0.037607128,0.03419812,0.057131587,0.056417603,0.029267752,0.110012325,0.099305305,0.100406369,0.126775781,0.115320611,0.09573553,0.142453994,0.098466466,0.127739633,0.095184674,0.087542042,0.112034895,0.092351651,0.182179064,0.114271951,0.074114738,0.099394272,0.101164267,0.076327714,0.056652108,0.093934228,0.057709509,0.04061804,0.075102636,0.056497215,0.078238974,0.067516935,0.05358234,0.040211685,0.067378385,0.065059868,0.073042079,0.05843382,0.06309498,0.048558341,0.046304356,0.070467298,0.051480946,0.052009903,0.06655078,0.042092844,0.07795605,0.078663412,0.134511702,0.073145609,0.06275663,0.085753814,0.071716485,0.073316096,0.077185247,0.078810737,0.089470422,0.076224077,0.073659051,0.08414726,0.074456974,0.041237668,0.03501828,0.058909643,0.029315396,0.0645697,0.029321813,0.044810993,0.026933373,0.039529354,0.108526203,0.142181145,0.053970086,0.040777515,0.015321098,0.014115653,0.011564109,0.025044241,0.038070296,0.032202109,0.025162994,0.026025343,0.024729745,0.348378063,0.031492571,0.032789269,0.054020803,0.042230636,0.061929388,0.045050195,0.041348316,0.069955592,0.056385031,0.064258821,0.064141064,0.09087259,0.048935079,0.071578508,0.07651808,0.072157231,0.116378319,0.101848714,0.111506667
452,0.021657014,0.025492899,0.037596376,0.030506346,0.032752596,0.032450058,0.028534603,0.05059647,0.038948372,0.034770271,0.059069194,0.057800694,0.03012522,0.113234453,0.102537819,0.104614705,0.132722145,0.11929155,0.098945537,0.148367644,0.102828679,0.133143865,0.099878794,0.090317676,0.115829796,0.096399137,0.19017967,0.118242073,0.07709259,0.103224168,0.105934154,0.079593837,0.058267888,0.097779028,0.060339048,0.042581765,0.07853015,0.058686131,0.081599413,0.071023731,0.056315582,0.041121237,0.070047026,0.069391888,0.07651489,0.062207728,0.065988881,0.050854482,0.048500733,0.07324158,0.053712353,0.054840295,0.069450559,0.043616304,0.081207661,0.081198413,0.140347575,0.077391877,0.065530097,0.08857334,0.075180628,0.076405144,0.080427596,0.081246491,0.092716721,0.079823421,0.077006463,0.087680964,0.077466946,0.04282209,0.036747346,0.063103273,0.030813409,0.06873642,0.031206759,0.047216428,0.029235979,0.041680776,0.113512751,0.148397739,0.057287493,0.042460174,0.016210734,0.014953784,0.012146715,0.026424316,0.040266222,0.034161102,0.025802033,0.026906425,0.025550398,0.349909022,0.032923944,0.035245611,0.056819594,0.045823871,0.065383013,0.048695132,0.045246577,0.074840001,0.059570975,0.071104626,0.070520436,0.097526106,0.052946097,0.077475814,0.084573442,0.07436597,0.121823783,0.109935176,0.119749622
463,0.021901871,0.025992815,0.040083902,0.031142767,0.033943827,0.033373828,0.029186959,0.053603632,0.039629529,0.034835377,0.058853425,0.058637955,0.030572063,0.115869847,0.105039909,0.10773823,0.13700718,0.122272325,0.101416905,0.152784872,0.105804273,0.136626217,0.103443825,0.092133831,0.11865383,0.099122224,0.196232131,0.120789584,0.079029239,0.105716359,0.10928696,0.081692701,0.059159105,0.100079458,0.061686005,0.043222588,0.080323821,0.059704132,0.08339849,0.073197831,0.057854127,0.041826931,0.071188729,0.071953514,0.07815163,0.064443366,0.067670433,0.051933629,0.049438071,0.07485922,0.054650386,0.056384944,0.071278803,0.044622358,0.083363915,0.082947052,0.14485933,0.081225324,0.06752073,0.090432139,0.07889122,0.078806752,0.08258138,0.083116728,0.095558804,0.081999627,0.079375669,0.089969085,0.080280062,0.04352421,0.037564632,0.066100041,0.031710701,0.072240438,0.032198747,0.048493535,0.030434908,0.043135411,0.117355436,0.153361507,0.059822021,0.043280878,0.016694138,0.015487609,0.012308352,0.027271312,0.042072301,0.035743313,0.026043537,0.027440571,0.025963192,0.351877835,0.03390065,0.037474069,0.059097893,0.049188606,0.068268076,0.052219849,0.049398412,0.079293584,0.062271151,0.078147874,0.077058972,0.104492519,0.057303036,0.083843588,0.093244116,0.076215901,0.12649755,0.117778992,0.128063565
473,0.022046297,0.026430826,0.042187092,0.031461617,0.035217817,0.034111907,0.029807157,0.056364013,0.040158467,0.034928846,0.057504807,0.060433634,0.031034858,0.118216277,0.107249511,0.110504752,0.141064484,0.125028129,0.103489441,0.156659937,0.108430421,0.140156373,0.106671313,0.093588392,0.120990165,0.101470652,0.20174657,0.122774661,0.080478284,0.107874311,0.112075985,0.083530205,0.059942805,0.101709935,0.062524138,0.043414948,0.081506773,0.060236396,0.084547669,0.074583894,0.058717802,0.042214583,0.071856016,0.073506732,0.07900741,0.0659548,0.069001834,0.052658992,0.049806343,0.076143271,0.055133864,0.05734191,0.072450462,0.045256944,0.084793768,0.084352055,0.149030223,0.084925623,0.069320091,0.091137547,0.082312704,0.080912276,0.084425912,0.084691088,0.098057638,0.083835553,0.081538046,0.092006925,0.082561849,0.044161387,0.038304347,0.068076168,0.032346563,0.075020822,0.032700314,0.049339892,0.031198247,0.044215524,0.120636765,0.157936046,0.062038222,0.043278003,0.017106548,0.015780016,0.012350469,0.027792888,0.043336709,0.036996844,0.026172778,0.027801913,0.02628645,0.353500578,0.034624939,0.039298437,0.060969878,0.052159401,0.070786639,0.055103976,0.053083338,0.083140823,0.064718473,0.083989215,0.082619311,0.110828201,0.061394,0.089546296,0.100965997,0.078011605,0.130769809,0.124832356,0.135412726
483,0.022346523,0.026949755,0.044380706,0.031830012,0.03666203,0.034980103,0.030554495,0.059244487,0.04096672,0.035154328,0.055986556,0.060595295,0.031558692,0.120809959,0.109986868,0.114513612,0.14630613,0.128728911,0.106137953,0.161944395,0.112061944,0.144508837,0.110943554,0.095549049,0.123917988,0.104798359,0.208889128,0.125758621,0.082388191,0.11076588,0.115750426,0.086026485,0.061570627,0.103867873,0.063700342,0.043686153,0.083056758,0.060879061,0.086094796,0.076501721,0.059800448,0.042985959,0.073045509,0.075486929,0.080068651,0.067703122,0.0704696,0.053367807,0.050298576,0.077544489,0.055743673,0.058534565,0.073825918,0.045960489,0.086509209,0.085882974,0.154379107,0.089512422,0.071801069,0.093751841,0.086052016,0.083834962,0.08706213,0.086756684,0.100813313,0.086548462,0.084333993,0.094905412,0.08526863,0.045164805,0.039350007,0.070400316,0.033372632,0.078126967,0.03417349,0.050770729,0.032696966,0.045658848,0.124902135,0.163799053,0.064719219,0.044546322,0.017810682,0.016380001,0.012763042,0.028834853,0.045016012,0.038574952,0.026432629,0.02828814,0.026661851,0.355867793,0.035485562,0.041243319,0.06308425,0.055423037,0.073693417,0.057925895,0.056809269,0.0874195,0.067549137,0.089627985,0.088011011,0.117802914,0.065526629,0.0953681,0.108654393,0.080101562,0.135877259,0.132030071,0.14313751
493,0.023243625,0.028329947,0.047177602,0.032974084,0.039767088,0.036905663,0.032274728,0.062663736,0.042900923,0.036569019,0.056355031,0.063260887,0.032901083,0.124267516,0.113560927,0.119862238,0.15349797,0.133809303,0.109586624,0.169125417,0.117081293,0.150876967,0.116601808,0.098465918,0.127663149,0.109316656,0.218367433,0.130476213,0.085345415,0.115034871,0.120929719,0.089849562,0.065913589,0.10748118,0.066288093,0.044952283,0.086271625,0.062990018,0.08908548,0.07977789,0.062257085,0.044358673,0.075588411,0.079386671,0.08266499,0.071222364,0.073571564,0.055187828,0.051814946,0.080356288,0.057843344,0.06075948,0.076387264,0.047204191,0.089698768,0.088244177,0.161129711,0.09495371,0.075478715,0.098375006,0.090262748,0.088076013,0.091092805,0.090023057,0.104327931,0.091544073,0.088917679,0.100332693,0.088648589,0.04824879,0.041678973,0.075568109,0.036592558,0.083252634,0.03832261,0.055075068,0.037808026,0.048562151,0.130212124,0.171487153,0.068922204,0.049295927,0.019796892,0.018260494,0.014130225,0.031514354,0.049158345,0.042026229,0.027575044,0.029481806,0.027819553,0.358423788,0.037205038,0.044106628,0.066275916,0.059127991,0.077603282,0.061727051,0.060561624,0.092510891,0.071126642,0.095132603,0.093361464,0.124871226,0.070044213,0.101163577,0.1162317,0.083133462,0.141891492,0.139827659,0.151963543
